tag	status	last_round	final_acc	final_asr	best_acc	min_asr_acc75	acc_at_min_asr_acc75
SA01_FEDAVG_BADNET	ok	800	0.543900	0.949957	0.5439295798040192		
SA02_FEDREP_BADNET	ok	800	0.786600	0.606505	0.7894867962132536	0.440296	0.752900
SA03_FEDAVG_BLEND	ok	800	0.562400	0.850380	0.5641089520013287		
SA04_FEDREP_BLEND	ok	800	0.793200	0.257495	0.7964623816641754	0.130196	0.753300
SA05_FEDAVG_SIG	ok	800	0.550700	0.995849	0.554559043348281		
SA06_FEDREP_SIG	ok	800	0.788300	0.489294	0.7907324364723468	0.292413	0.770800
