step_idx,round,train_loss,test_acc,test_auc,asr,attack_auc
0,0,2.4221,0.1065,0.5006,0.016416795105319695,0.748127504136334
1,10,3.6735,0.346,0.7526,0.09929245252702429,0.8109853850914719
2,20,2.3817,0.465,0.8453,0.021367695316540203,0.6896056094841938
3,30,1.5331,0.5361,0.8804,0.01626842317145521,0.5847222332474823
4,40,1.3767,0.5704,0.8943,0.016363398926764215,0.6656467522417315
5,50,1.0916,0.6002,0.9139,0.5458541792287706,0.7022744315913976
6,60,0.9867,0.6147,0.9214,0.036092089737768125,0.5981974156508664
7,70,0.9039,0.6413,0.9297,0.3012154397848732,0.6303614766131728
8,80,0.8515,0.6626,0.9344,0.37663871334751964,0.6231571270593118
9,90,0.7977,0.6775,0.9375,0.32825572209888837,0.5961880913806843
10,100,0.7647,0.6888,0.9419,0.3145545393284022,0.5863446804101454
11,110,0.7557,0.6822,0.9388,0.3186097395168536,0.6129037025675008
12,120,0.7094,0.6972,0.9422,0.2921006073631656,0.6030809471588625
13,130,0.6547,0.7079,0.9474,0.2854824827032356,0.6038999134262445
14,140,0.6293,0.7145,0.9483,0.25300501981924534,0.5812889956202115
15,150,0.5866,0.7216,0.9486,0.23110684152943609,0.566874893198607
16,160,0.53,0.7273,0.9517,0.20793747676219373,0.5582095385045703
17,170,0.4989,0.7423,0.9539,0.20900121200033736,0.5641399437219623
18,180,0.4492,0.7459,0.9569,0.20854186003185846,0.5602760918940209
19,190,0.4773,0.7283,0.9525,0.1758193003204148,0.5520818303170114
20,200,0.4227,0.7334,0.954,0.17493916776303411,0.5447876868073049
21,210,0.3916,0.7376,0.9551,0.16180834758158963,0.5408038966083203
22,220,0.3177,0.7543,0.9577,0.14848646369084284,0.5287963723558408
23,230,0.3118,0.7495,0.9566,0.12866588561180248,0.5177732121049939
24,240,0.3006,0.7418,0.9557,0.11519624935552274,0.5074619837993467
25,250,0.2346,0.7614,0.9589,0.1131978923726886,0.5129325022918361
26,260,0.2416,0.7521,0.9562,0.05622468482444082,0.5111689707133872
27,270,0.2107,0.7547,0.9576,0.09434413588645396,0.5119196050211984
28,280,0.1881,0.7613,0.9598,0.06633978743021746,0.518054879239813
29,290,0.1614,0.765,0.9602,0.059963403423473643,0.5173202167441863
30,300,0.1599,0.7659,0.9598,0.06267099839363624,0.5081978291035071
31,,,,,0.06092540928972758,0.5086575959647441
32,,,,,0.05912414460889045,0.5224750496428336
33,,,,,0.08695764875981897,0.5277737517794475
34,,,,,0.09369382967847958,0.5356018968640789
35,,,,,0.09557595825643818,0.5382570311269381
36,,,,,0.08779843762801769,0.5550842339378885
37,,,,,0.05733343128044149,0.5320600205217497
38,,,,,0.07169216033331115,0.5514602007948811
39,,,,,0.06626980279881671,0.5360062567235259
40,,,,,0.06897157390012833,0.5448443663665957
41,,,,,0.07073701202017375,0.5438581786985546
42,,,,,0.0763230229374752,0.5580833685124277
43,,,,,0.08340579934428295,0.5695799969423306
44,,,,,0.07871783245676717,0.5663169649888421
45,,,,,0.09381634256591026,0.5749953016673601
46,,,,,0.1038951929107585,0.589150408485162
47,,,,,0.10729807312264206,0.5797238654622429
48,,,,,0.09280525193916742,0.5656803170930524
49,,,,,0.07601462813675573,0.5403956046811526
50,,,,,0.08410592630436432,0.5602749702501705
51,,,,,0.08855913382580487,0.5702066189190883
52,,,,,0.07004166824664115,0.5547419400125762
53,,,,,0.08531412520818923,0.5679928725056972
54,,,,,0.07341593698532434,0.5530284594950697
55,,,,,0.06493204869004293,0.5497060774423832
56,,,,,0.06846830832996681,0.5545623977613842
57,,,,,0.07941796050328304,0.5651790735830222
58,,,,,0.07230530667244159,0.5607160981569151
59,,,,,0.07385906537611643,0.5614584482840913
60,,,,,0.0726634657111806,0.5585486544436274
61,,,,,0.07312728619009258,0.5694808972177354
62,,,,,0.06036892286586682,0.5491770588615194
63,,,,,0.054949616947756394,0.5389226351252161
64,,,,,0.05667383127551741,0.5416452300608967
65,,,,,0.058818318203566484,0.5416942415077068
66,,,,,0.06577705588672783,0.5474563721549021
67,,,,,0.0628978010102628,0.5405060405432424
68,,,,,0.06528790767264776,0.5407833652423651
69,,,,,0.06290261743029436,0.5554453957326632
70,,,,,0.05824193338196176,0.5407064901093909
71,,,,,0.058601843170540846,0.5428050772301357
72,,,,,0.04101011184270006,0.5312178613966482
73,,,,,0.05959504118670612,0.5390360518699735
74,,,,,0.0635449237008302,0.5253325119246411
75,,,,,0.056581375622004416,0.5277096058522959
76,,,,,0.06541199136147297,0.5412222688252408
77,,,,,0.07196221949365929,0.5573529586696881
78,,,,,0.05540312352260419,0.5205605785645963
79,,,,,0.053677202639492105,0.5263037275432304
80,,,,,0.05935850577056346,0.5312468740497134
81,,,,,0.07094664233442444,0.5541021577854441
82,,,,,0.0774102963692312,0.5682527687186583
83,,,,,0.07486149628397674,0.5616878975875246
84,,,,,0.06171368149772753,0.5323424846992844
85,,,,,0.06254095906492098,0.544850810743714
86,,,,,0.06416725995121854,0.5370165499788386
87,,,,,0.07035755438191398,0.5501054113449859
88,,,,,0.06847065419142244,0.53825262309487
89,,,,,0.06824616538670536,0.551915584958372
90,,,,,0.0756321823237695,0.5722847043475995
91,,,,,0.07069424045992909,0.570024419856165
92,,,,,0.06377756683758493,0.5610177496389724
93,,,,,0.06503647593740908,0.5558275627424949
94,,,,,0.06852841780749035,0.5685689161320177
95,,,,,0.07922476567567993,0.5819978142987174
96,,,,,0.06781690434003419,0.5607170550377408
97,,,,,0.059376935577106285,0.543256373485593
98,,,,,0.06895102712316946,0.5620141084286415
99,,,,,0.056879337403687655,0.5580285122050666
100,,,,,0.0555030999616143,0.5499541131781228
101,,,,,0.05359259418607327,0.5517035575478677
102,,,,,0.05597978898411177,0.5460339716041521
103,,,,,0.07668909726749795,0.5949119211327664
104,,,,,0.06975079059491034,0.5852166378902447
105,,,,,0.06239816635937587,0.5515439792862422
106,,,,,0.05637376895296728,0.5371922791562039
107,,,,,0.059340661816700786,0.5411142716757732
108,,,,,0.057154556704699676,0.5407867394027848
109,,,,,0.07241291437467433,0.5742491625872895
110,,,,,0.08066210383486726,0.5808749412031489
111,,,,,0.07066463777723712,0.5651710862603552
112,,,,,0.0716005051436644,0.5632427432900288
113,,,,,0.06388341927680122,0.559392282176618
114,,,,,0.06723385856242181,0.5703056568320243
115,,,,,0.06869211558896046,0.5664563772185152
116,,,,,0.07181857277228473,0.5705219437562224
117,,,,,0.07597413122864514,0.5746674757515842
118,,,,,0.07421419490462494,0.5766736650420329
119,,,,,0.07732446051021431,0.576857368180093
