tag	algorithm	attack	dataset	num_clients	adv_clients	join_ratio	model	local_lr	lr_head	local_epochs	plocal_epochs	rounds	rt_beta	lambda_cl	aug_strength	mask_tau	mask_alpha	enable_channel_mask	adv_eps	adv_num_iter	purify_beta	purify_feature_beta	purify_logit_beta	purify_start_round	purify_layers	purify_teacher_momentum	purpose
BN100_B04_PUR_L4_B50_S10	FedCLCMPurify	badnet	Cifar10_dir0.5_bdoor0.2_nclient_100_badnet_adv10	100	10	0.1	ResNet18	0.1	0.1	1	1	600	0.20	0.20	0.10	6.0	0.30	true	0.00	0	50.0	0.0	0.0	10	layer4	0.90	current_best_plus_moderate_delayed_attention_purify
